hcp_id,first_name,last_name,specialty,tier,decile,city,state,zone,hospital,years_practicing,preferred_contact,npi_like_id
HCP-2525,Suhani,Gokhale,GP,B,4,Bengaluru,Karnataka,South,Fortis Hospital,22,Hospital,MCI-12525
HCP-2526,Lila,Prakash,Diabetologist,A,3,Bengaluru,Karnataka,South,Manipal Hospital,25,Phone,MCI-12526
HCP-2527,Laban,Shankar,Diabetologist,B,5,Mumbai,Maharashtra,West,Aster Medcity,24,Hospital,MCI-12527
HCP-2528,Rishi,Parmer,Cardiologist,B,4,Delhi,Delhi,North,Narayana Health,28,WhatsApp,MCI-12528
HCP-2529,Anamika,Jain,Gastroenterologist,B,4,Pune,Maharashtra,West,Lilavati Hospital,40,Hospital,MCI-12529
HCP-2530,Gautami,Datta,Cardiologist,B,6,Mumbai,Maharashtra,West,,4,Clinic,MCI-12530
HCP-2531,Azad,Bhasin,Diabetologist,B,7,Mumbai,Maharashtra,West,,14,Hospital,MCI-12531
HCP-2532,Avni,Deshpande,GP,B,6,Jaipur,Rajasthan,North,Apollo Hospital,2,Clinic,MCI-12532
HCP-2533,Indrajit,Shroff,Consultant_Physician,C,8,Delhi,Delhi,North,Kokilaben Hospital,39,Phone,MCI-12533
HCP-2534,Tara,Sahota,GP,B,6,Kolkata,West Bengal,East,,20,Clinic,MCI-12534
HCP-2535,Onveer,Oza,GP,B,5,Delhi,Delhi,North,,33,Phone,MCI-12535
HCP-2536,Thomas,Merchant,GP,B,5,Chennai,Tamil Nadu,South,Narayana Health,2,Clinic,MCI-12536
HCP-2537,Naksh,Garde,GP,B,4,Pune,Maharashtra,West,Kokilaben Hospital,21,Clinic,MCI-12537
HCP-2538,Victor,Chadha,Consultant_Physician,A,2,Jaipur,Rajasthan,North,Aster Medcity,32,WhatsApp,MCI-12538
HCP-2539,Nisha,Vig,GP,B,5,Chennai,Tamil Nadu,South,City Hospital,15,Hospital,MCI-12539
HCP-2540,Vrinda,Kalita,Pulmonist,C,9,Ahmedabad,Gujarat,West,Narayana Health,19,Hospital,MCI-12540
HCP-2541,Urvashi,Shere,Consultant_Physician,B,6,Chennai,Tamil Nadu,South,,32,Clinic,MCI-12541
HCP-2542,Arya,Atwal,Gastroenterologist,B,5,Mumbai,Maharashtra,West,Manipal Hospital,24,Clinic,MCI-12542
HCP-2543,Priya,Koshy,Diabetologist,C,8,Ahmedabad,Gujarat,West,,7,Clinic,MCI-12543
HCP-2544,Yug,Narang,Diabetologist,B,5,Mumbai,Maharashtra,West,Medanta Hospital,27,Clinic,MCI-12544
HCP-2545,Radha,Kapadia,Diabetologist,C,7,Lucknow,Uttar Pradesh,North,Max Healthcare,7,Hospital,MCI-12545
HCP-2546,Manthan,Ahluwalia,GP,A,2,Hyderabad,Telangana,South,City Hospital,8,Phone,MCI-12546
HCP-2547,Omisha,Basu,Diabetologist,B,4,Jaipur,Rajasthan,North,,15,Clinic,MCI-12547
HCP-2548,Banjeet,Singhal,Cardiologist,B,6,Jaipur,Rajasthan,North,Max Healthcare,39,Clinic,MCI-12548
HCP-2549,Yamini,Bandi,Diabetologist,A,1,Kolkata,West Bengal,East,Fortis Hospital,23,Clinic,MCI-12549
HCP-2550,Pavani,Wali,Consultant_Physician,B,7,Kochi,Kerala,South,Apollo Hospital,20,Clinic,MCI-12550
HCP-2551,Meera,Srinivas,Consultant_Physician,A,3,Jaipur,Rajasthan,North,Apollo Hospital,35,Phone,MCI-12551
HCP-2552,Guneet,Sethi,Diabetologist,A,3,Pune,Maharashtra,West,Global Hospital,17,Hospital,MCI-12552
HCP-2553,Warhi,Khosla,Consultant_Physician,C,9,Delhi,Delhi,North,Fortis Hospital,2,Phone,MCI-12553
HCP-2554,Fiyaz,Arora,GP,B,4,Pune,Maharashtra,West,Max Healthcare,37,Clinic,MCI-12554
HCP-2555,Niharika,Kamdar,Consultant_Physician,A,1,Kolkata,West Bengal,East,,6,Clinic,MCI-12555
HCP-2556,Kevin,Parmer,Gastroenterologist,A,2,Lucknow,Uttar Pradesh,North,Fortis Hospital,27,Phone,MCI-12556
HCP-2557,Chakrika,Khare,Cardiologist,B,4,Kolkata,West Bengal,East,Kokilaben Hospital,31,Phone,MCI-12557
HCP-2558,Gautam,Babu,GP,C,8,Delhi,Delhi,North,Lilavati Hospital,32,Phone,MCI-12558
HCP-2559,Varsha,Mody,Pulmonist,C,9,Delhi,Delhi,North,Aster Medcity,13,Hospital,MCI-12559
HCP-2560,Neel,Sharaf,GP,A,2,Bengaluru,Karnataka,South,,39,WhatsApp,MCI-12560
HCP-2561,Arjun,Sha,Diabetologist,A,2,Hyderabad,Telangana,South,Aster Medcity,40,Phone,MCI-12561
HCP-2562,Ubika,Devi,Diabetologist,B,6,Chennai,Tamil Nadu,South,AIIMS,12,Clinic,MCI-12562
HCP-2563,Nidra,Goyal,Cardiologist,A,2,Delhi,Delhi,North,Artemis Hospital,39,Hospital,MCI-12563
HCP-2564,Kamala,Shetty,Cardiologist,B,6,Pune,Maharashtra,West,Manipal Hospital,30,Clinic,MCI-12564
HCP-2565,Aarav,Bobal,GP,C,7,Hyderabad,Telangana,South,Global Hospital,32,Clinic,MCI-12565
HCP-2566,Lekha,Natarajan,Diabetologist,A,1,Ahmedabad,Gujarat,West,City Hospital,28,Clinic,MCI-12566
HCP-2567,Bachittar,Minhas,GP,B,4,Hyderabad,Telangana,South,Medanta Hospital,29,Hospital,MCI-12567
HCP-2568,Pooja,Madan,GP,C,9,Mumbai,Maharashtra,West,Fortis Hospital,39,Hospital,MCI-12568
HCP-2569,Sarthak,Buch,Diabetologist,C,10,Lucknow,Uttar Pradesh,North,City Hospital,29,Hospital,MCI-12569
HCP-2570,Gautami,Bhakta,GP,B,4,Delhi,Delhi,North,,14,Phone,MCI-12570
HCP-2571,Yutika,Patla,Diabetologist,C,10,Mumbai,Maharashtra,West,,7,WhatsApp,MCI-12571
HCP-2572,Charan,Choudhry,Consultant_Physician,C,8,Mumbai,Maharashtra,West,,13,Clinic,MCI-12572
HCP-2573,Leela,Pau,Consultant_Physician,A,2,Chennai,Tamil Nadu,South,Care Clinic,11,Clinic,MCI-12573
HCP-2574,Udyati,Baria,Diabetologist,C,9,Chennai,Tamil Nadu,South,,24,WhatsApp,MCI-12574
HCP-2575,Jasmit,Peri,Diabetologist,B,4,Delhi,Delhi,North,Wellness Clinic,19,Clinic,MCI-12575
HCP-2576,Parth,Bhavsar,Cardiologist,A,1,Bhopal,Madhya Pradesh,West,,2,Hospital,MCI-12576
HCP-2577,Samarth,Devi,GP,A,4,Hyderabad,Telangana,South,Artemis Hospital,5,Clinic,MCI-12577
HCP-2578,Gaurika,Khare,GP,B,7,Ahmedabad,Gujarat,West,AIIMS,26,Hospital,MCI-12578
HCP-2579,Ishaan,Sridhar,GP,B,5,Hyderabad,Telangana,South,,38,Phone,MCI-12579
HCP-2580,Shaurya,Kar,Pulmonist,B,5,Mumbai,Maharashtra,West,Global Hospital,11,Phone,MCI-12580
HCP-2581,Ekani,Pandit,Gastroenterologist,B,5,Bhopal,Madhya Pradesh,West,AIIMS,10,Phone,MCI-12581
HCP-2582,Amara,Thakur,Diabetologist,A,3,Bengaluru,Karnataka,South,,19,Clinic,MCI-12582
HCP-2583,Pallavi,Malhotra,Diabetologist,C,10,Chennai,Tamil Nadu,South,Fortis Hospital,25,Clinic,MCI-12583
HCP-2584,Chatura,Bhatnagar,GP,C,8,Kochi,Kerala,South,,38,Hospital,MCI-12584
HCP-2585,Kashish,Pai,Gastroenterologist,B,4,Kolkata,West Bengal,East,Manipal Hospital,6,Clinic,MCI-12585
HCP-2586,Sneha,Sunder,Diabetologist,C,10,Bengaluru,Karnataka,South,City Hospital,12,WhatsApp,MCI-12586
HCP-2587,Yachana,Vyas,GP,B,6,Delhi,Delhi,North,Max Healthcare,14,Hospital,MCI-12587
HCP-2588,Jason,Singhal,Diabetologist,B,5,Mumbai,Maharashtra,West,Max Healthcare,11,Clinic,MCI-12588
HCP-2589,Brinda,Seth,GP,C,7,Kolkata,West Bengal,East,Global Hospital,36,Clinic,MCI-12589
HCP-2590,Jhalak,Bhatti,GP,C,6,Mumbai,Maharashtra,West,,34,Hospital,MCI-12590
HCP-2591,Raghav,Shankar,Cardiologist,C,7,Mumbai,Maharashtra,West,Global Hospital,16,Hospital,MCI-12591
HCP-2592,Gagan,Buch,Gastroenterologist,C,7,Mumbai,Maharashtra,West,Global Hospital,3,Hospital,MCI-12592
HCP-2593,Mahika,Gola,GP,C,6,Bhopal,Madhya Pradesh,West,Apollo Hospital,10,Hospital,MCI-12593
HCP-2594,Bhavya,Bose,Diabetologist,B,7,Chennai,Tamil Nadu,South,Manipal Hospital,32,Phone,MCI-12594
HCP-2595,Ikbal,Gala,Cardiologist,B,8,Bengaluru,Karnataka,South,,32,Hospital,MCI-12595
HCP-2596,Anya,Choudhury,Gastroenterologist,C,9,Delhi,Delhi,North,Narayana Health,3,Hospital,MCI-12596
HCP-2597,Manbir,Taneja,Pulmonist,B,6,Bengaluru,Karnataka,South,,34,Clinic,MCI-12597
HCP-2598,Matthew,Jayaraman,GP,C,9,Bengaluru,Karnataka,South,,21,Clinic,MCI-12598
HCP-2599,Arin,Memon,GP,B,8,Chennai,Tamil Nadu,South,,35,Phone,MCI-12599
HCP-2600,Omaja,Deo,Gastroenterologist,B,5,Hyderabad,Telangana,South,,3,Phone,MCI-12600
HCP-2601,Urvi,Palan,Cardiologist,A,2,Mumbai,Maharashtra,West,Global Hospital,27,Phone,MCI-12601
HCP-2602,Osha,Sawhney,Cardiologist,A,2,Bengaluru,Karnataka,South,Aster Medcity,26,Clinic,MCI-12602
HCP-2603,Ansh,Manne,GP,B,3,Bengaluru,Karnataka,South,Kokilaben Hospital,9,WhatsApp,MCI-12603
HCP-2604,Ranbir,Bhatnagar,Pulmonist,B,6,Pune,Maharashtra,West,City Hospital,14,Hospital,MCI-12604
HCP-2605,Anthony,Kata,Diabetologist,B,5,Pune,Maharashtra,West,Apollo Hospital,18,Clinic,MCI-12605
HCP-2606,Zinal,Nayak,GP,B,8,Kolkata,West Bengal,East,,7,Hospital,MCI-12606
HCP-2607,Nisha,Oza,Diabetologist,C,7,Kolkata,West Bengal,East,,36,Hospital,MCI-12607
HCP-2608,Eta,Sunder,Gastroenterologist,C,9,Hyderabad,Telangana,South,Sunrise Clinic,21,Phone,MCI-12608
HCP-2609,Sai,Shankar,Consultant_Physician,B,5,Mumbai,Maharashtra,West,Narayana Health,26,Clinic,MCI-12609
HCP-2610,Daksha,Deo,Diabetologist,B,7,Hyderabad,Telangana,South,Fortis Hospital,34,Phone,MCI-12610
HCP-2611,Damini,Garg,Consultant_Physician,B,7,Bengaluru,Karnataka,South,Apollo Hospital,26,Hospital,MCI-12611
HCP-2612,Abha,Karan,GP,B,6,Lucknow,Uttar Pradesh,North,Artemis Hospital,25,Hospital,MCI-12612
HCP-2613,Veda,Prabhu,Cardiologist,B,5,Mumbai,Maharashtra,West,City Hospital,20,Clinic,MCI-12613
HCP-2614,Bhavya,Batta,GP,B,4,Chennai,Tamil Nadu,South,,26,Clinic,MCI-12614
HCP-2615,Manbir,Pandit,GP,C,9,Kolkata,West Bengal,East,Wellness Clinic,36,Hospital,MCI-12615
HCP-2616,Bhavani,Shah,Consultant_Physician,C,7,Delhi,Delhi,North,AIIMS,2,Hospital,MCI-12616
HCP-2617,Ojas,Dyal,Cardiologist,B,5,Pune,Maharashtra,West,City Hospital,20,WhatsApp,MCI-12617
HCP-2618,Bhavika,Gopal,Diabetologist,B,8,Jaipur,Rajasthan,North,Medanta Hospital,16,Hospital,MCI-12618
HCP-2619,Parth,Dube,GP,B,5,Kolkata,West Bengal,East,,13,Hospital,MCI-12619
HCP-2620,Neel,Khanna,Diabetologist,C,6,Mumbai,Maharashtra,West,AIIMS,18,Clinic,MCI-12620
HCP-2621,Jackson,Barman,Cardiologist,B,6,Kolkata,West Bengal,East,,19,Clinic,MCI-12621
HCP-2622,Edhitha,Date,GP,B,4,Jaipur,Rajasthan,North,Artemis Hospital,15,Hospital,MCI-12622
HCP-2623,Ridhi,Lad,Diabetologist,B,5,Bengaluru,Karnataka,South,Artemis Hospital,37,Hospital,MCI-12623
HCP-2624,Kala,Gour,Consultant_Physician,B,5,Lucknow,Uttar Pradesh,North,Narayana Health,4,Clinic,MCI-12624
HCP-2625,Samesh,Banerjee,GP,A,3,Mumbai,Maharashtra,West,Aster Medcity,4,Clinic,MCI-12625
HCP-2626,Edhitha,Padmanabhan,Consultant_Physician,B,3,Kolkata,West Bengal,East,,19,Clinic,MCI-12626
HCP-2627,Manbir,Pradhan,Gastroenterologist,B,3,Hyderabad,Telangana,South,,6,WhatsApp,MCI-12627
HCP-2628,Saumya,Zacharia,Pulmonist,B,5,Bengaluru,Karnataka,South,Medanta Hospital,25,Phone,MCI-12628
HCP-2629,Nicholas,Walla,Cardiologist,B,5,Hyderabad,Telangana,South,Care Clinic,3,Hospital,MCI-12629
HCP-2630,Charvi,Dara,GP,B,6,Pune,Maharashtra,West,,36,Clinic,MCI-12630
HCP-2631,Aryan,Ravel,Consultant_Physician,B,4,Bengaluru,Karnataka,South,Apollo Hospital,9,Clinic,MCI-12631
HCP-2632,Xalak,Dhillon,Pulmonist,A,2,Bhopal,Madhya Pradesh,West,Medanta Hospital,19,Hospital,MCI-12632
HCP-2633,Tara,Nagarajan,Pulmonist,A,4,Mumbai,Maharashtra,West,,17,Hospital,MCI-12633
HCP-2634,Nachiket,Agrawal,Gastroenterologist,A,1,Delhi,Delhi,North,Apollo Hospital,25,Clinic,MCI-12634
HCP-2635,Yashica,Narula,GP,A,5,Pune,Maharashtra,West,Sunrise Clinic,26,Clinic,MCI-12635
HCP-2636,Chakrika,Som,GP,C,8,Bengaluru,Karnataka,South,,33,Clinic,MCI-12636
HCP-2637,Bimala,Din,Diabetologist,B,5,Ahmedabad,Gujarat,West,,24,Phone,MCI-12637
HCP-2638,Riya,Nigam,Diabetologist,C,6,Hyderabad,Telangana,South,Narayana Health,39,Phone,MCI-12638
HCP-2639,Isaiah,Srinivas,Diabetologist,B,4,Mumbai,Maharashtra,West,Global Hospital,22,Hospital,MCI-12639
HCP-2640,Banjeet,Dewan,Cardiologist,B,7,Chennai,Tamil Nadu,South,Global Hospital,27,Hospital,MCI-12640
HCP-2641,Jackson,Morar,Diabetologist,C,9,Pune,Maharashtra,West,,26,Clinic,MCI-12641
HCP-2642,Aryan,Ratti,Gastroenterologist,B,4,Pune,Maharashtra,West,Manipal Hospital,9,Clinic,MCI-12642
HCP-2643,Thomas,Sehgal,Pulmonist,B,5,Pune,Maharashtra,West,Manipal Hospital,29,Clinic,MCI-12643
HCP-2644,Ishanvi,Chanda,GP,C,8,Jaipur,Rajasthan,North,Artemis Hospital,21,Clinic,MCI-12644
HCP-2645,Eta,Bhakta,Consultant_Physician,A,3,Chennai,Tamil Nadu,South,Apollo Hospital,22,Clinic,MCI-12645
HCP-2646,Robert,Vyas,GP,B,8,Jaipur,Rajasthan,North,Sunrise Clinic,25,Clinic,MCI-12646
HCP-2647,Tristan,Mall,Cardiologist,B,3,Mumbai,Maharashtra,West,Kokilaben Hospital,37,Clinic,MCI-12647
HCP-2648,Rohan,Bajaj,Consultant_Physician,B,6,Kolkata,West Bengal,East,,7,Phone,MCI-12648
HCP-2649,Fiyaz,Yohannan,Cardiologist,B,4,Pune,Maharashtra,West,Max Healthcare,35,Clinic,MCI-12649
HCP-2650,Sanaya,Chahal,Diabetologist,B,7,Kochi,Kerala,South,,3,Clinic,MCI-12650
HCP-2651,Yauvani,Ramesh,Pulmonist,C,9,Bengaluru,Karnataka,South,,34,Clinic,MCI-12651
HCP-2652,Robert,Swaminathan,Diabetologist,C,10,Bhopal,Madhya Pradesh,West,,30,Phone,MCI-12652
HCP-2653,Eesha,Vaidya,GP,C,8,Chennai,Tamil Nadu,South,Max Healthcare,35,Phone,MCI-12653
HCP-2654,Daksh,Patel,Gastroenterologist,B,3,Chennai,Tamil Nadu,South,AIIMS,36,Clinic,MCI-12654
HCP-2655,Mitali,Divan,Consultant_Physician,B,5,Kochi,Kerala,South,Apollo Hospital,17,Hospital,MCI-12655
HCP-2656,Prisha,Pingle,Pulmonist,B,7,Kolkata,West Bengal,East,Aster Medcity,35,Phone,MCI-12656
HCP-2657,Libni,Pradhan,Diabetologist,A,2,Bhopal,Madhya Pradesh,West,Medanta Hospital,12,Clinic,MCI-12657
HCP-2658,Advik,Mane,Diabetologist,C,8,Bengaluru,Karnataka,South,,4,Clinic,MCI-12658
HCP-2659,Hemani,Panchal,Diabetologist,C,8,Pune,Maharashtra,West,Global Hospital,35,Clinic,MCI-12659
HCP-2660,Darika,Sehgal,Gastroenterologist,C,10,Pune,Maharashtra,West,Apollo Hospital,36,Hospital,MCI-12660
HCP-2661,Gagan,Kale,GP,A,2,Bengaluru,Karnataka,South,,2,Clinic,MCI-12661
HCP-2662,Sachi,Sagar,Pulmonist,C,10,Kochi,Kerala,South,,27,Hospital,MCI-12662
HCP-2663,Saanvi,Mani,Cardiologist,B,5,Mumbai,Maharashtra,West,Kokilaben Hospital,4,Phone,MCI-12663
HCP-2664,Nihal,Samra,GP,B,5,Jaipur,Rajasthan,North,Care Clinic,37,Hospital,MCI-12664
HCP-2665,Oeshi,Dewan,Cardiologist,B,7,Ahmedabad,Gujarat,West,Kokilaben Hospital,8,Clinic,MCI-12665
HCP-2666,Gabriel,Dhawan,GP,A,5,Kolkata,West Bengal,East,Artemis Hospital,28,Clinic,MCI-12666
HCP-2667,Sarthak,Mitter,GP,B,5,Delhi,Delhi,North,Care Clinic,17,Hospital,MCI-12667
HCP-2668,Vaishnavi,Vohra,Consultant_Physician,A,1,Mumbai,Maharashtra,West,,6,Phone,MCI-12668
HCP-2669,Gautami,Bhatti,Diabetologist,B,4,Mumbai,Maharashtra,West,Apollo Hospital,12,Hospital,MCI-12669
HCP-2670,Keya,Chakrabarti,Consultant_Physician,A,1,Chennai,Tamil Nadu,South,Global Hospital,8,Hospital,MCI-12670
HCP-2671,Abeer,Rout,Diabetologist,B,5,Hyderabad,Telangana,South,Aster Medcity,35,Phone,MCI-12671
HCP-2672,Anjali,Sachdeva,Cardiologist,B,8,Chennai,Tamil Nadu,South,Global Hospital,30,WhatsApp,MCI-12672
HCP-2673,Parth,Shere,GP,B,4,Chennai,Tamil Nadu,South,,20,Hospital,MCI-12673
HCP-2674,Laksh,Iyengar,GP,C,8,Jaipur,Rajasthan,North,Apollo Hospital,18,WhatsApp,MCI-12674
HCP-2675,Quincy,Raj,Cardiologist,A,3,Delhi,Delhi,North,Sunrise Clinic,37,Phone,MCI-12675
HCP-2676,Bimala,Swaminathan,Diabetologist,B,5,Pune,Maharashtra,West,Wellness Clinic,21,Phone,MCI-12676
HCP-2677,Brijesh,Mittal,Consultant_Physician,C,6,Chennai,Tamil Nadu,South,,12,Hospital,MCI-12677
HCP-2678,Daksha,Tak,GP,B,6,Chennai,Tamil Nadu,South,Wellness Clinic,31,Clinic,MCI-12678
HCP-2679,Ubika,Kapur,Cardiologist,C,8,Hyderabad,Telangana,South,Kokilaben Hospital,14,Clinic,MCI-12679
HCP-2680,Avi,Agate,GP,B,4,Hyderabad,Telangana,South,Lilavati Hospital,17,Hospital,MCI-12680
HCP-2681,Mitesh,Lala,Pulmonist,B,4,Ahmedabad,Gujarat,West,Sunrise Clinic,7,Clinic,MCI-12681
HCP-2682,Charita,Sodhi,Diabetologist,B,6,Hyderabad,Telangana,South,,32,Clinic,MCI-12682
HCP-2683,Jeet,Mani,GP,B,6,Lucknow,Uttar Pradesh,North,Artemis Hospital,23,Phone,MCI-12683
HCP-2684,Omisha,Gola,Cardiologist,C,8,Delhi,Delhi,North,,28,Clinic,MCI-12684
HCP-2685,Vyanjana,Konda,Diabetologist,B,6,Ahmedabad,Gujarat,West,Aster Medcity,17,Phone,MCI-12685
HCP-2686,Ayush,Dar,Cardiologist,C,10,Mumbai,Maharashtra,West,Fortis Hospital,34,Clinic,MCI-12686
HCP-2687,Aradhana,Tailor,GP,B,7,Pune,Maharashtra,West,AIIMS,7,Clinic,MCI-12687
HCP-2688,Ekalinga,Pathak,Cardiologist,C,7,Ahmedabad,Gujarat,West,City Hospital,23,Hospital,MCI-12688
HCP-2689,Vasana,Sarin,Cardiologist,C,7,Ahmedabad,Gujarat,West,Lilavati Hospital,11,Hospital,MCI-12689
HCP-2690,Aarna,Soni,GP,C,7,Mumbai,Maharashtra,West,Aster Medcity,3,WhatsApp,MCI-12690
HCP-2691,Jagdish,Prakash,Cardiologist,C,9,Mumbai,Maharashtra,West,Wellness Clinic,5,Clinic,MCI-12691
HCP-2692,Yauvani,Badal,GP,B,4,Jaipur,Rajasthan,North,,24,WhatsApp,MCI-12692
HCP-2693,Aashi,Gaba,Pulmonist,B,6,Bengaluru,Karnataka,South,,24,Hospital,MCI-12693
HCP-2694,Dalbir,Dhingra,Consultant_Physician,C,7,Ahmedabad,Gujarat,West,Artemis Hospital,11,Clinic,MCI-12694
HCP-2695,Ekaja,Shenoy,GP,C,8,Pune,Maharashtra,West,Medanta Hospital,38,Hospital,MCI-12695
HCP-2696,Krishna,Parikh,Pulmonist,C,10,Bhopal,Madhya Pradesh,West,Medanta Hospital,25,Hospital,MCI-12696
HCP-2697,Nihal,Bera,GP,B,8,Bengaluru,Karnataka,South,Fortis Hospital,29,Clinic,MCI-12697
HCP-2698,Anjali,Patel,GP,A,2,Pune,Maharashtra,West,AIIMS,35,WhatsApp,MCI-12698
HCP-2699,Oni,Parekh,GP,B,3,Mumbai,Maharashtra,West,,29,Hospital,MCI-12699
HCP-2700,Chanakya,Mann,GP,B,3,Delhi,Delhi,North,Narayana Health,25,Hospital,MCI-12700
HCP-2701,Bishakha,Wagle,Cardiologist,B,5,Delhi,Delhi,North,,25,Clinic,MCI-12701
HCP-2702,Faraj,Varkey,Gastroenterologist,B,5,Pune,Maharashtra,West,Max Healthcare,20,Hospital,MCI-12702
HCP-2703,Rishi,Goswami,Cardiologist,A,1,Kolkata,West Bengal,East,Kokilaben Hospital,34,Clinic,MCI-12703
HCP-2704,Girindra,Ganesh,Diabetologist,A,1,Delhi,Delhi,North,,22,Hospital,MCI-12704
HCP-2705,Ekantika,Mutti,GP,C,9,Delhi,Delhi,North,,8,Hospital,MCI-12705
HCP-2706,Charvi,Madan,Cardiologist,B,7,Lucknow,Uttar Pradesh,North,Kokilaben Hospital,15,WhatsApp,MCI-12706
HCP-2707,Janani,Char,Gastroenterologist,B,5,Bengaluru,Karnataka,South,Kokilaben Hospital,18,Hospital,MCI-12707
HCP-2708,Indira,Dhawan,GP,B,7,Mumbai,Maharashtra,West,Kokilaben Hospital,3,Clinic,MCI-12708
HCP-2709,Agastya,Devan,Diabetologist,B,7,Delhi,Delhi,North,,40,Clinic,MCI-12709
HCP-2710,Zarna,Manda,GP,A,1,Chennai,Tamil Nadu,South,,21,Clinic,MCI-12710
HCP-2711,Kashish,Sundaram,Cardiologist,B,3,Ahmedabad,Gujarat,West,,33,Hospital,MCI-12711
HCP-2712,Nisha,Oak,GP,B,8,Chennai,Tamil Nadu,South,,23,Clinic,MCI-12712
HCP-2713,Nicholas,Chaudry,GP,B,3,Mumbai,Maharashtra,West,City Hospital,27,Clinic,MCI-12713
HCP-2714,Tejas,Dubey,GP,C,9,Chennai,Tamil Nadu,South,Manipal Hospital,13,Clinic,MCI-12714
HCP-2715,Yahvi,Kant,Cardiologist,B,5,Bengaluru,Karnataka,South,Medanta Hospital,35,Phone,MCI-12715
HCP-2716,Raghav,Vora,Pulmonist,B,5,Pune,Maharashtra,West,,24,Hospital,MCI-12716
HCP-2717,Ishaan,Sahni,Diabetologist,B,5,Chennai,Tamil Nadu,South,Care Clinic,16,WhatsApp,MCI-12717
HCP-2718,Triveni,Bose,Pulmonist,C,10,Mumbai,Maharashtra,West,Lilavati Hospital,14,Hospital,MCI-12718
HCP-2719,Jackson,Deep,Gastroenterologist,B,6,Chennai,Tamil Nadu,South,,21,Clinic,MCI-12719
HCP-2720,Anay,Srinivasan,GP,C,9,Kolkata,West Bengal,East,City Hospital,34,Clinic,MCI-12720
HCP-2721,Ijaya,Muni,Cardiologist,B,5,Delhi,Delhi,North,Care Clinic,32,Phone,MCI-12721
HCP-2722,Janani,Dewan,Pulmonist,B,6,Chennai,Tamil Nadu,South,Max Healthcare,36,Hospital,MCI-12722
HCP-2723,Riya,Virk,Cardiologist,B,5,Pune,Maharashtra,West,,17,Clinic,MCI-12723
HCP-2724,Hema,Gera,Gastroenterologist,B,6,Jaipur,Rajasthan,North,Narayana Health,20,Phone,MCI-12724
HCP-2725,Daksha,Balakrishnan,Diabetologist,B,6,Bengaluru,Karnataka,South,,25,Phone,MCI-12725
HCP-2726,Jagat,Kapadia,Pulmonist,A,1,Delhi,Delhi,North,Medanta Hospital,5,Phone,MCI-12726
HCP-2727,Kabir,Dhar,Gastroenterologist,B,8,Ahmedabad,Gujarat,West,City Hospital,18,Hospital,MCI-12727
HCP-2728,Utkarsh,Mohanty,GP,B,7,Ahmedabad,Gujarat,West,Global Hospital,40,Hospital,MCI-12728
HCP-2729,Jeremiah,Kadakia,Diabetologist,B,4,Pune,Maharashtra,West,,17,Clinic,MCI-12729
HCP-2730,Kalpit,Brar,Diabetologist,B,8,Chennai,Tamil Nadu,South,Max Healthcare,18,Phone,MCI-12730
HCP-2731,Pavani,Choudhury,Cardiologist,C,8,Delhi,Delhi,North,Apollo Hospital,20,WhatsApp,MCI-12731
HCP-2732,Faras,Bahl,Consultant_Physician,B,6,Kolkata,West Bengal,East,Lilavati Hospital,12,Hospital,MCI-12732
HCP-2733,Veda,Sankar,Pulmonist,B,4,Kochi,Kerala,South,Narayana Health,9,Phone,MCI-12733
HCP-2734,Brijesh,Hegde,Cardiologist,C,9,Bengaluru,Karnataka,South,,12,Phone,MCI-12734
HCP-2735,Hritik,Bali,Gastroenterologist,B,8,Chennai,Tamil Nadu,South,Manipal Hospital,20,WhatsApp,MCI-12735
HCP-2736,Yochana,Bhargava,Diabetologist,C,9,Hyderabad,Telangana,South,Aster Medcity,18,WhatsApp,MCI-12736
HCP-2737,Upasna,Dani,Diabetologist,C,8,Pune,Maharashtra,West,Manipal Hospital,29,Phone,MCI-12737
HCP-2738,Zehaan,Bassi,Diabetologist,C,9,Mumbai,Maharashtra,West,,27,Hospital,MCI-12738
HCP-2739,Dominic,Mitra,Consultant_Physician,C,7,Mumbai,Maharashtra,West,City Hospital,22,Clinic,MCI-12739
HCP-2740,Advaith,Char,Consultant_Physician,B,5,Chennai,Tamil Nadu,South,,34,Clinic,MCI-12740
HCP-2741,Jatin,Jha,Consultant_Physician,B,6,Bengaluru,Karnataka,South,Aster Medcity,39,WhatsApp,MCI-12741
HCP-2742,Ryan,Goyal,Pulmonist,C,9,Hyderabad,Telangana,South,Manipal Hospital,32,WhatsApp,MCI-12742
HCP-2743,Indali,Balakrishnan,Pulmonist,A,1,Ahmedabad,Gujarat,West,Lilavati Hospital,12,Hospital,MCI-12743
HCP-2744,Gautam,Dhingra,GP,C,9,Bengaluru,Karnataka,South,Max Healthcare,7,Clinic,MCI-12744
HCP-2745,Arunima,Pall,Diabetologist,B,4,Ahmedabad,Gujarat,West,Medanta Hospital,37,Hospital,MCI-12745
HCP-2746,Indira,Dyal,Diabetologist,C,8,Mumbai,Maharashtra,West,City Hospital,12,Clinic,MCI-12746
HCP-2747,Xiti,Khurana,GP,A,4,Lucknow,Uttar Pradesh,North,Global Hospital,3,Hospital,MCI-12747
HCP-2748,Yashasvi,Bir,Diabetologist,C,9,Hyderabad,Telangana,South,,22,Hospital,MCI-12748
